,match_id,match_comp_id,match_comp_name,match_season,match_status,match_match_minute,match_venue,match_game_week,match_home_team,match_away_team,match_home_id,match_away_id,match_date,match_home_score,match_away_score,match_home_tries,match_away_tries,match_home_conversions,match_away_conversions,match_home_penalties,match_away_penalties,match_home_drop_goals,match_away_drop_goals,match_round_id,match_stage,match_updated,home_carries_crossed_gain_line,home_carries_metres,home_carries_not_made_gain_line,home_clean_breaks,home_defenders_beaten,home_offload,home_passes,home_runs,home_turnovers_conceded,home_missed_tackles,home_tackles,home_turnovers_won,home_penalties_conceded,home_red_card_second_yellow,home_red_cards,home_yellow_cards,home_conversion_goals,home_kicks_from_hand,home_missed_conversion_goals,home_missed_penalty_goals,home_penalty_goals,home_mauls_lost,home_mauls_total,home_mauls_won,home_mauls_won_penalty,home_mauls_won_try,home_rucks_lost,home_rucks_total,home_rucks_won,home_lineout_success,home_lineout_won_steal,home_lineouts_Lost,home_lineouts_won,home_scrums_lost,home_scrums_success,home_scrums_won,home_possession,home_pc_possession_first,home_pc_possession_second,home_ball_possession_last_10_mins,away_carries_crossed_gain_line,away_carries_metres,away_carries_not_made_gain_line,away_clean_breaks,away_defenders_beaten,away_offload,away_passes,away_runs,away_turnovers_conceded,away_missed_tackles,away_tackles,away_turnovers_won,away_penalties_conceded,away_red_card_second_yellow,away_red_cards,away_yellow_cards,away_conversion_goals,away_kicks_from_hand,away_missed_conversion_goals,away_missed_penalty_goals,away_penalty_goals,away_mauls_lost,away_mauls_total,away_mauls_won,away_mauls_won_penalty,away_mauls_won_try,away_rucks_lost,away_rucks_total,away_rucks_won,away_lineout_success,away_lineout_won_steal,away_lineouts_Lost,away_lineouts_won,away_scrums_lost,away_scrums_success,away_scrums_won,away_possession,away_pc_possession_first,away_pc_possession_second,away_ball_possession_last_10_mins,home_lineouts_lost,away_lineouts_lost
value,4636483,1242,Super Rugby,2015,Result,80,Rugby Park,16,Highlanders,Chiefs,302,290,2015-05-30T07:35:00+00:00,36,9,4,0,2,0,4,3,0,0,16,Regular Season,2024-02-13T14:03:46+00:00,68.0,246.0,0.0,5.0,15.0,3.0,92.0,68.0,11.0,7.0,88.0,11.0,9.0,,0.0,0.0,2.0,33.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,51.0,50.0,0.82,0.0,2.0,9.0,1.0,0.91,10.0,0.51,0.41,0.62,0.83,90.0,333.0,0.0,5.0,7.0,9.0,128.0,90.0,27.0,15.0,74.0,3.0,10.0,,0.0,0.0,0.0,18.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,5.0,62.0,57.0,0.62,0.0,3.0,5.0,1.0,0.89,8.0,0.49,0.59,0.38,0.17,,
value,4636492,1242,Super Rugby,2015,Result,80,nib Stadium,16,Force,Reds,236,767,2015-05-30T09:40:00+00:00,10,32,1,4,1,3,1,2,0,0,16,Regular Season,2024-02-13T14:03:50+00:00,104.0,373.0,0.0,8.0,16.0,9.0,105.0,104.0,11.0,16.0,124.0,6.0,12.0,,0.0,0.0,1.0,14.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,76.0,71.0,0.87,0.0,2.0,13.0,1.0,0.75,3.0,0.45,0.4,0.5,,136.0,474.0,0.0,10.0,16.0,17.0,149.0,136.0,9.0,16.0,103.0,6.0,11.0,,0.0,0.0,3.0,18.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,4.0,88.0,84.0,1.0,0.0,0.0,14.0,3.0,0.62,5.0,0.55,0.6,0.5,,,
value,4636501,1242,Super Rugby,2015,Result,81,DHL Newlands,16,Stormers,Cheetahs,314,239,2015-05-30T15:05:00+00:00,42,12,5,2,4,1,3,0,0,0,16,Regular Season,2024-02-13T14:03:53+00:00,143.0,589.0,0.0,24.0,26.0,9.0,188.0,143.0,18.0,6.0,67.0,6.0,5.0,,0.0,0.0,4.0,14.0,1.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,1.0,102.0,101.0,0.93,0.0,1.0,14.0,0.0,1.0,5.0,0.65,0.63,0.67,,63.0,254.0,0.0,7.0,6.0,7.0,74.0,63.0,13.0,26.0,185.0,2.0,15.0,,0.0,1.0,1.0,16.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,2.0,45.0,43.0,0.85,0.0,2.0,11.0,3.0,0.5,3.0,0.35,0.37,0.33,,,
value,4636510,1242,Super Rugby,2015,Result,80,Emirates Airlines Park,16,Lions,Waratahs,206,617,2015-05-30T17:10:00+00:00,27,22,3,3,3,2,2,1,0,0,16,Regular Season,2024-02-13T14:03:58+00:00,97.0,502.0,0.0,15.0,26.0,14.0,113.0,97.0,18.0,22.0,159.0,11.0,9.0,,0.0,0.0,3.0,22.0,0.0,3.0,2.0,0.0,4.0,4.0,1.0,0.0,3.0,59.0,56.0,1.0,0.0,0.0,8.0,1.0,0.89,8.0,0.46,0.51,0.41,,117.0,462.0,0.0,8.0,22.0,12.0,160.0,117.0,19.0,26.0,90.0,6.0,9.0,,0.0,2.0,2.0,11.0,1.0,1.0,1.0,3.0,5.0,2.0,0.0,0.0,8.0,85.0,77.0,0.8,0.0,2.0,8.0,0.0,1.0,7.0,0.54,0.49,0.59,,,
value,4636546,1242,Super Rugby,2015,Result,80,McLean Park,17,Hurricanes,Highlanders,299,302,2015-06-05T07:35:00+00:00,56,20,8,3,5,1,2,0,0,1,17,Regular Season,2024-02-13T14:03:19+00:00,174.0,894.0,0.0,23.0,35.0,21.0,202.0,174.0,20.0,14.0,88.0,8.0,7.0,,0.0,0.0,5.0,17.0,3.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,7.0,110.0,103.0,0.82,0.0,2.0,9.0,0.0,1.0,6.0,0.63,0.68,0.58,0.81,98.0,418.0,0.0,12.0,14.0,14.0,146.0,98.0,19.0,35.0,140.0,11.0,7.0,,0.0,1.0,1.0,19.0,2.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,6.0,71.0,65.0,0.56,0.0,4.0,5.0,1.0,0.86,6.0,0.37,0.32,0.42,0.19,,
value,4636555,1242,Super Rugby,2015,Result,80,nib Stadium,17,Force,Brumbies,236,467,2015-06-05T11:00:00+00:00,20,33,2,5,2,4,2,0,0,0,17,Regular Season,2024-02-13T14:03:23+00:00,94.0,318.0,0.0,5.0,17.0,5.0,92.0,94.0,15.0,14.0,84.0,4.0,11.0,,0.0,1.0,2.0,21.0,0.0,0.0,2.0,1.0,7.0,6.0,1.0,0.0,5.0,77.0,72.0,0.71,0.0,4.0,10.0,0.0,1.0,5.0,0.49,0.4,0.58,0.65,91.0,348.0,0.0,6.0,14.0,7.0,113.0,91.0,13.0,17.0,97.0,9.0,10.0,,0.0,0.0,4.0,25.0,1.0,0.0,0.0,0.0,15.0,15.0,2.0,3.0,1.0,64.0,63.0,1.0,0.0,0.0,19.0,2.0,0.71,5.0,0.51,0.6,0.42,0.35,,
value,4636564,1242,Super Rugby,2015,Result,80,AAMI Park,17,Rebels,Bulls,53,308,2015-06-06T05:30:00+00:00,21,20,3,2,3,2,0,2,0,0,17,Regular Season,2024-02-13T14:02:55+00:00,105.0,374.0,0.0,4.0,22.0,9.0,139.0,105.0,12.0,17.0,99.0,8.0,5.0,,0.0,0.0,3.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,77.0,75.0,0.77,0.0,3.0,10.0,0.0,1.0,11.0,0.54,0.57,0.52,0.74,96.0,310.0,0.0,4.0,17.0,5.0,105.0,96.0,12.0,22.0,107.0,3.0,12.0,,0.0,1.0,2.0,15.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,6.0,73.0,67.0,0.89,0.0,1.0,8.0,0.0,1.0,8.0,0.46,0.43,0.48,0.26,,
value,4636573,1242,Super Rugby,2015,Result,81,Eden Park,17,Blues,Crusaders,296,305,2015-06-06T07:35:00+00:00,11,34,1,3,0,4,2,2,0,0,17,Regular Season,2024-02-13T14:02:59+00:00,110.0,324.0,0.0,10.0,33.0,18.0,134.0,110.0,21.0,9.0,104.0,4.0,10.0,,0.0,0.0,0.0,20.0,1.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,4.0,74.0,70.0,1.0,0.0,0.0,13.0,2.0,0.83,10.0,0.54,0.53,0.55,0.57,112.0,468.0,0.0,10.0,9.0,21.0,149.0,112.0,23.0,33.0,116.0,9.0,5.0,,0.0,0.0,4.0,25.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,1.0,3.0,71.0,68.0,1.0,0.0,0.0,6.0,0.0,1.0,12.0,0.46,0.47,0.45,0.43,,
value,4636582,1242,Super Rugby,2015,Result,82,Suncorp Stadium,17,Reds,Chiefs,767,290,2015-06-06T09:40:00+00:00,3,24,0,3,0,3,1,1,0,0,17,Regular Season,2024-02-13T14:03:03+00:00,132.0,356.0,0.0,6.0,16.0,12.0,137.0,132.0,23.0,19.0,64.0,4.0,8.0,,0.0,0.0,0.0,13.0,0.0,1.0,1.0,1.0,6.0,5.0,0.0,0.0,6.0,100.0,94.0,0.94,0.0,1.0,16.0,0.0,1.0,8.0,0.65,0.54,0.78,0.93,81.0,370.0,0.0,11.0,19.0,15.0,89.0,81.0,12.0,16.0,154.0,12.0,16.0,,0.0,1.0,3.0,19.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,47.0,45.0,0.5,0.0,7.0,7.0,4.0,0.56,5.0,0.35,0.46,0.22,0.07,,
value,4636591,1242,Super Rugby,2015,Result,81,Free State Stadium,17,Cheetahs,Waratahs,239,617,2015-06-06T13:00:00+00:00,33,58,5,9,4,5,0,1,0,0,17,Regular Season,2024-02-13T14:03:06+00:00,88.0,474.0,0.0,11.0,16.0,18.0,130.0,88.0,18.0,23.0,130.0,6.0,9.0,,0.0,1.0,4.0,9.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,4.0,53.0,49.0,0.78,0.0,2.0,7.0,1.0,0.8,4.0,0.4,0.42,0.39,0.14,120.0,530.0,0.0,14.0,23.0,17.0,195.0,120.0,11.0,16.0,85.0,4.0,7.0,,0.0,0.0,5.0,13.0,4.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,5.0,86.0,81.0,0.9,0.0,1.0,9.0,2.0,0.67,4.0,0.6,0.58,0.61,0.86,,
value,4636600,1242,Super Rugby,2015,Result,82,DHL Newlands,17,Stormers,Lions,314,206,2015-06-06T15:05:00+00:00,19,19,3,3,2,2,0,0,0,0,17,Regular Season,2024-02-13T14:03:10+00:00,88.0,420.0,0.0,11.0,18.0,13.0,104.0,88.0,14.0,14.0,197.0,5.0,11.0,,0.0,1.0,2.0,21.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,55.0,52.0,0.86,0.0,1.0,6.0,1.0,0.67,2.0,0.29,0.45,0.17,0.0,138.0,354.0,0.0,6.0,14.0,8.0,170.0,138.0,12.0,18.0,93.0,3.0,6.0,,0.0,0.0,2.0,27.0,1.0,0.0,0.0,0.0,8.0,8.0,1.0,1.0,4.0,117.0,113.0,0.96,0.0,1.0,22.0,3.0,0.57,4.0,0.71,0.55,0.83,1.0,,
value,4636636,1242,Super Rugby,2015,Result,80,Eden Park,18,Blues,Highlanders,296,302,2015-06-12T07:35:00+00:00,7,44,1,7,1,3,0,1,0,0,18,Regular Season,2024-02-13T14:02:47+00:00,97.0,432.0,0.0,10.0,15.0,15.0,119.0,97.0,25.0,15.0,137.0,6.0,9.0,,0.0,0.0,1.0,17.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,65.0,60.0,0.69,0.0,4.0,9.0,1.0,0.86,6.0,0.41,0.28,0.55,0.63,123.0,507.0,0.0,13.0,15.0,10.0,163.0,123.0,17.0,15.0,109.0,11.0,7.0,,0.0,1.0,3.0,28.0,4.0,0.0,1.0,0.0,5.0,5.0,0.0,2.0,3.0,88.0,85.0,1.0,0.0,0.0,13.0,1.0,0.91,10.0,0.59,0.72,0.45,0.37,,
value,4636645,1242,Super Rugby,2015,Result,81,AAMI Park,18,Rebels,Force,53,236,2015-06-12T09:40:00+00:00,11,13,1,1,0,1,2,2,0,0,18,Regular Season,2024-02-13T14:02:51+00:00,171.0,537.0,0.0,11.0,17.0,11.0,198.0,171.0,17.0,13.0,89.0,5.0,6.0,,0.0,0.0,0.0,21.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,138.0,135.0,1.0,0.0,0.0,16.0,0.0,1.0,8.0,0.65,0.6,0.71,0.77,86.0,384.0,0.0,5.0,13.0,3.0,77.0,86.0,13.0,17.0,166.0,4.0,10.0,,0.0,0.0,1.0,27.0,0.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,4.0,66.0,62.0,1.0,0.0,0.0,10.0,2.0,0.75,6.0,0.35,0.4,0.29,0.23,,
value,4636654,1242,Super Rugby,2015,Result,80,GIO Stadium,18,Brumbies,Crusaders,467,305,2015-06-13T05:30:00+00:00,24,37,2,3,3,1,1,5,0,0,18,Regular Season,2024-02-13T14:02:16+00:00,92.0,377.0,0.0,8.0,17.0,5.0,107.0,92.0,16.0,16.0,101.0,2.0,13.0,,0.0,1.0,3.0,24.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,3.0,3.0,63.0,60.0,0.91,0.0,1.0,10.0,1.0,0.0,0.0,0.44,0.37,0.55,0.29,108.0,484.0,0.0,9.0,16.0,8.0,132.0,108.0,8.0,17.0,85.0,5.0,11.0,,0.0,1.0,1.0,35.0,3.0,0.0,5.0,0.0,8.0,8.0,0.0,0.0,2.0,79.0,77.0,1.0,0.0,0.0,15.0,0.0,1.0,7.0,0.56,0.63,0.45,0.71,,
value,4636663,1242,Super Rugby,2015,Result,80,Yarrow Stadium,18,Chiefs,Hurricanes,290,299,2015-06-13T07:35:00+00:00,13,21,1,2,1,3,2,0,0,0,18,Regular Season,2024-02-13T14:02:20+00:00,110.0,441.0,0.0,6.0,12.0,20.0,126.0,110.0,25.0,22.0,146.0,14.0,11.0,,0.0,1.0,1.0,26.0,0.0,0.0,2.0,1.0,5.0,4.0,0.0,0.0,3.0,76.0,73.0,0.85,0.0,2.0,11.0,0.0,1.0,7.0,0.44,0.52,0.39,0.31,125.0,615.0,0.0,12.0,22.0,10.0,157.0,125.0,21.0,12.0,114.0,6.0,12.0,,0.0,0.0,3.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,94.0,84.0,0.65,0.0,7.0,13.0,2.0,0.82,9.0,0.56,0.48,0.61,0.69,,
value,4636672,1242,Super Rugby,2015,Result,80,Allianz Stadium,18,Waratahs,Reds,617,767,2015-06-13T09:40:00+00:00,31,5,4,1,4,0,1,0,0,0,18,Regular Season,2024-02-13T14:02:23+00:00,104.0,453.0,0.0,11.0,24.0,14.0,132.0,104.0,16.0,20.0,148.0,10.0,6.0,,0.0,0.0,4.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,71.0,69.0,0.77,0.0,3.0,10.0,1.0,0.92,11.0,0.48,0.47,0.49,0.59,128.0,362.0,0.0,7.0,20.0,14.0,169.0,128.0,18.0,24.0,98.0,7.0,12.0,,0.0,1.0,0.0,23.0,1.0,1.0,0.0,1.0,4.0,3.0,2.0,0.0,5.0,91.0,86.0,0.93,0.0,1.0,13.0,0.0,1.0,5.0,0.52,0.53,0.51,0.41,,
value,4636681,1242,Super Rugby,2015,Result,81,Loftus Versfeld,18,Bulls,Cheetahs,308,239,2015-06-13T15:05:00+00:00,29,42,4,6,3,6,1,0,0,0,18,Regular Season,2024-02-13T14:02:27+00:00,133.0,541.0,0.0,8.0,28.0,12.0,161.0,133.0,17.0,21.0,76.0,4.0,9.0,,0.0,0.0,3.0,11.0,1.0,0.0,1.0,1.0,8.0,7.0,0.0,0.0,6.0,103.0,97.0,0.79,0.0,3.0,11.0,1.0,0.75,3.0,0.63,0.51,0.73,0.67,96.0,416.0,0.0,13.0,21.0,13.0,140.0,96.0,8.0,28.0,164.0,9.0,12.0,,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,1.0,3.0,55.0,52.0,0.9,0.0,1.0,9.0,1.0,0.83,5.0,0.37,0.49,0.27,0.33,,
value,4636690,1242,Super Rugby,2015,Result,81,Growthpoint Kings Park,18,Sharks,Stormers,311,314,2015-06-13T17:10:00+00:00,34,12,5,0,3,0,1,4,0,0,18,Regular Season,2024-02-13T14:02:32+00:00,102.0,361.0,0.0,10.0,12.0,15.0,127.0,102.0,17.0,20.0,113.0,17.0,15.0,,0.0,1.0,3.0,33.0,2.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,3.0,67.0,64.0,1.0,0.0,0.0,17.0,0.0,1.0,6.0,0.5,0.69,0.35,0.27,109.0,369.0,0.0,3.0,20.0,7.0,126.0,109.0,22.0,12.0,88.0,5.0,9.0,,0.0,1.0,0.0,19.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,5.0,79.0,74.0,0.82,0.0,3.0,14.0,1.0,0.88,7.0,0.5,0.31,0.65,0.73,,
value,4636726,1242,Super Rugby,2015,Result,80,Forsyth Barr Stadium,19,Highlanders,Chiefs,302,290,2015-06-20T07:35:00+00:00,24,14,2,1,1,0,4,3,0,0,19,PO,2024-02-13T14:01:56+00:00,85.0,413.0,0.0,7.0,18.0,15.0,99.0,85.0,11.0,20.0,109.0,10.0,9.0,,0.0,0.0,1.0,20.0,1.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,44.0,42.0,0.73,0.0,3.0,8.0,1.0,0.91,10.0,0.41,0.37,0.45,0.38,112.0,424.0,0.0,9.0,20.0,18.0,112.0,112.0,18.0,19.0,59.0,5.0,8.0,,0.0,0.0,0.0,16.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,77.0,73.0,1.0,0.0,0.0,10.0,0.0,1.0,7.0,0.59,0.63,0.55,0.62,,
value,4636735,1242,Super Rugby,2015,Result,80,DHL Newlands,19,Stormers,Brumbies,314,467,2015-06-20T15:05:00+00:00,19,39,1,6,1,3,4,1,0,0,19,PO,2024-02-13T14:02:00+00:00,118.0,462.0,0.0,9.0,27.0,3.0,127.0,118.0,11.0,12.0,80.0,3.0,3.0,,0.0,0.0,1.0,31.0,0.0,0.0,4.0,0.0,12.0,12.0,0.0,0.0,7.0,89.0,82.0,0.68,0.0,7.0,15.0,1.0,0.8,4.0,0.58,0.52,0.66,0.81,82.0,346.0,0.0,11.0,12.0,4.0,92.0,82.0,9.0,27.0,122.0,6.0,13.0,,1.0,1.0,3.0,32.0,3.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,59.0,56.0,0.71,0.0,2.0,5.0,0.0,1.0,2.0,0.42,0.48,0.34,0.19,,
value,4636816,1242,Super Rugby,2015,Result,81,Westpac Stadium,20,Hurricanes,Brumbies,299,467,2015-06-27T07:35:00+00:00,29,9,4,0,3,0,1,3,0,0,20,SF,2024-02-13T14:01:36+00:00,141.0,651.0,0.0,19.0,35.0,20.0,225.0,141.0,20.0,15.0,84.0,7.0,9.0,,0.0,0.0,3.0,16.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,7.0,102.0,95.0,1.0,0.0,0.0,13.0,0.0,1.0,8.0,0.59,0.54,0.66,0.44,85.0,341.0,0.0,5.0,15.0,9.0,118.0,85.0,13.0,35.0,140.0,13.0,11.0,,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,4.0,64.0,60.0,0.91,0.0,1.0,10.0,3.0,0.67,6.0,0.41,0.46,0.34,0.56,,
value,4636825,1242,Super Rugby,2015,Result,80,Allianz Stadium,20,Waratahs,Highlanders,617,302,2015-06-27T09:55:00+00:00,17,35,1,4,0,2,4,1,0,1,20,SF,2024-02-13T14:01:40+00:00,100.0,363.0,0.0,9.0,16.0,8.0,122.0,100.0,21.0,26.0,104.0,3.0,7.0,,0.0,1.0,0.0,17.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,75.0,73.0,0.69,0.0,4.0,9.0,1.0,0.8,4.0,0.47,0.5,0.44,0.38,106.0,396.0,0.0,12.0,26.0,13.0,106.0,106.0,14.0,16.0,113.0,10.0,10.0,,0.0,0.0,2.0,35.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,66.0,62.0,1.0,0.0,0.0,13.0,0.0,1.0,9.0,0.53,0.5,0.56,0.62,,
value,4636906,1242,Super Rugby,2015,Result,80,Westpac Stadium,21,Hurricanes,Highlanders,299,302,2015-07-04T07:35:00+00:00,14,21,1,2,0,1,3,2,0,1,21,Final,2024-02-13T14:01:33+00:00,152.0,711.0,0.0,15.0,34.0,19.0,165.0,152.0,21.0,23.0,121.0,8.0,7.0,0.0,0.0,0.0,0.0,17.0,1.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,5.0,105.0,100.0,0.86,0.0,2.0,12.0,1.0,0.83,5.0,0.57,0.68,0.44,0.14,129.0,438.0,0.0,12.0,23.0,23.0,145.0,129.0,15.0,34.0,156.0,12.0,9.0,0.0,0.0,0.0,1.0,31.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,83.0,79.0,0.78,0.0,2.0,7.0,0.0,1.0,5.0,0.43,0.32,0.56,0.86,,
value,4644106,1242,Super Rugby,2016,Result,80,Eden Park,1,Blues,Highlanders,296,302,2016-02-26T06:35:00+00:00,33,31,3,4,3,4,4,1,0,0,1,Regular Season,2024-02-13T03:03:04+00:00,132.0,407.0,0.0,8.0,26.0,10.0,145.0,132.0,10.0,11.0,76.0,7.0,6.0,0.0,0.0,0.0,3.0,19.0,0.0,2.0,4.0,0.0,5.0,5.0,0.0,0.0,4.0,107.0,103.0,1.0,0.0,0.0,14.0,0.0,1.0,5.0,0.66,0.6,0.72,0.52,88.0,349.0,0.0,8.0,11.0,10.0,116.0,88.0,13.0,26.0,155.0,6.0,11.0,0.0,0.0,1.0,4.0,18.0,0.0,2.0,1.0,1.0,4.0,3.0,1.0,0.0,4.0,54.0,50.0,0.73,0.0,3.0,8.0,0.0,1.0,2.0,0.34,0.4,0.28,0.48,,
value,4644115,1242,Super Rugby,2016,Result,80,GIO Stadium,1,Brumbies,Hurricanes,467,299,2016-02-26T08:45:00+00:00,52,10,7,1,7,1,1,1,0,0,1,Regular Season,2024-02-13T03:03:07+00:00,87.0,341.0,0.0,12.0,13.0,8.0,106.0,87.0,13.0,16.0,104.0,9.0,12.0,0.0,0.0,2.0,7.0,21.0,0.0,1.0,1.0,1.0,6.0,5.0,0.0,1.0,3.0,64.0,61.0,1.0,0.0,0.0,11.0,2.0,0.78,7.0,0.47,0.48,0.46,0.45,106.0,421.0,0.0,3.0,16.0,8.0,154.0,106.0,31.0,13.0,78.0,5.0,8.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,7.0,79.0,72.0,0.92,0.0,1.0,12.0,2.0,0.75,6.0,0.53,0.52,0.54,0.55,,
value,4644124,1242,Super Rugby,2016,Result,80,Toyota Stadium,1,Cheetahs,Jaguares,239,58967,2016-02-26T17:00:00+00:00,33,34,3,4,2,4,3,1,0,1,1,Regular Season,2024-02-13T03:03:11+00:00,113.0,688.0,0.0,14.0,28.0,11.0,139.0,113.0,22.0,45.0,114.0,7.0,13.0,0.0,0.0,0.0,2.0,15.0,2.0,2.0,3.0,0.0,4.0,4.0,0.0,0.0,9.0,70.0,61.0,0.9,0.0,1.0,9.0,1.0,0.86,6.0,0.49,0.38,0.57,0.47,120.0,492.0,0.0,14.0,45.0,16.0,123.0,120.0,19.0,28.0,93.0,10.0,9.0,0.0,0.0,2.0,4.0,22.0,0.0,1.0,1.0,1.0,8.0,7.0,1.0,0.0,4.0,83.0,79.0,0.86,0.0,2.0,12.0,1.0,0.75,3.0,0.51,0.62,0.43,0.53,,
value,4644133,1242,Super Rugby,2016,Result,80,Prince Chichibu Memorial Stadium,1,Sunwolves,Lions,59117,206,2016-02-27T04:15:00+00:00,13,26,1,4,1,3,2,0,0,0,1,Regular Season,2024-02-13T03:02:18+00:00,106.0,391.0,0.0,7.0,13.0,10.0,170.0,106.0,16.0,26.0,109.0,10.0,14.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,6.0,87.0,81.0,0.57,0.0,3.0,4.0,0.0,1.0,2.0,0.46,0.4,0.52,0.59,119.0,663.0,0.0,9.0,26.0,11.0,161.0,119.0,14.0,13.0,122.0,8.0,11.0,0.0,0.0,0.0,3.0,8.0,1.0,2.0,0.0,2.0,6.0,4.0,0.0,1.0,7.0,90.0,83.0,1.0,0.0,0.0,12.0,1.0,0.91,10.0,0.54,0.6,0.48,0.41,,
value,4644142,1242,Super Rugby,2016,Result,80,AMI Stadium,1,Crusaders,Chiefs,305,290,2016-02-27T06:35:00+00:00,21,27,2,4,1,2,3,1,0,0,1,Regular Season,2024-02-13T03:02:22+00:00,71.0,361.0,0.0,13.0,9.0,10.0,113.0,71.0,14.0,23.0,108.0,9.0,6.0,0.0,0.0,0.0,1.0,30.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,40.0,40.0,0.92,0.0,1.0,11.0,0.0,1.0,9.0,0.4,0.51,0.29,0.21,128.0,553.0,0.0,11.0,23.0,20.0,165.0,128.0,17.0,9.0,62.0,6.0,8.0,0.0,0.0,0.0,2.0,25.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,5.0,78.0,73.0,0.91,0.0,1.0,10.0,1.0,0.9,9.0,0.6,0.49,0.71,0.79,,
value,4644151,1242,Super Rugby,2016,Result,80,Allianz Stadium,1,Waratahs,Reds,617,767,2016-02-27T08:45:00+00:00,30,10,4,1,2,1,2,1,0,0,1,Regular Season,2024-02-13T03:02:29+00:00,96.0,408.0,0.0,13.0,28.0,6.0,123.0,96.0,14.0,22.0,155.0,12.0,18.0,0.0,0.0,1.0,2.0,20.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,4.0,63.0,59.0,0.77,0.0,3.0,10.0,2.0,0.67,4.0,0.38,0.48,0.26,0.15,137.0,334.0,0.0,10.0,22.0,6.0,171.0,137.0,18.0,28.0,84.0,8.0,10.0,0.0,0.0,2.0,1.0,14.0,0.0,1.0,1.0,1.0,6.0,5.0,0.0,0.0,8.0,105.0,97.0,0.94,0.0,1.0,17.0,0.0,1.0,11.0,0.62,0.52,0.74,0.85,,
value,4644160,1242,Super Rugby,2016,Result,80,nib Stadium,1,Force,Rebels,236,53,2016-02-27T10:55:00+00:00,19,25,1,3,1,2,4,2,0,0,1,Regular Season,2024-02-13T03:02:37+00:00,108.0,381.0,0.0,4.0,21.0,10.0,170.0,108.0,28.0,14.0,105.0,4.0,8.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,11.0,85.0,74.0,0.95,0.0,1.0,18.0,0.0,1.0,6.0,0.53,0.52,0.53,0.41,114.0,352.0,0.0,6.0,14.0,14.0,133.0,114.0,21.0,21.0,101.0,11.0,9.0,0.0,0.0,0.0,2.0,31.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,87.0,82.0,0.8,0.0,2.0,8.0,2.0,0.71,5.0,0.47,0.48,0.47,0.59,,
