,match_id,match_comp_id,match_comp_name,match_season,match_status,match_match_minute,match_venue,match_game_week,match_home_team,match_away_team,match_home_id,match_away_id,match_date,match_home_score,match_away_score,match_home_tries,match_away_tries,match_home_conversions,match_away_conversions,match_home_penalties,match_away_penalties,match_home_drop_goals,match_away_drop_goals,match_round_id,match_stage,match_updated,home_carries_crossed_gain_line,home_carries_metres,home_carries_not_made_gain_line,home_clean_breaks,home_defenders_beaten,home_offload,home_passes,home_runs,home_turnovers_conceded,home_missed_tackles,home_tackles,home_turnovers_won,home_penalties_conceded,home_red_card_second_yellow,home_red_cards,home_yellow_cards,home_conversion_goals,home_kicks_from_hand,home_missed_conversion_goals,home_missed_penalty_goals,home_penalty_goals,home_mauls_lost,home_mauls_total,home_mauls_won,home_mauls_won_penalty,home_mauls_won_try,home_rucks_lost,home_rucks_total,home_rucks_won,home_lineout_success,home_lineout_won_steal,home_lineouts_Lost,home_lineouts_won,home_scrums_lost,home_scrums_success,home_scrums_won,home_possession,home_pc_possession_first,home_pc_possession_second,home_ball_possession_last_10_mins,away_carries_crossed_gain_line,away_carries_metres,away_carries_not_made_gain_line,away_clean_breaks,away_defenders_beaten,away_offload,away_passes,away_runs,away_turnovers_conceded,away_missed_tackles,away_tackles,away_turnovers_won,away_penalties_conceded,away_red_card_second_yellow,away_red_cards,away_yellow_cards,away_conversion_goals,away_kicks_from_hand,away_missed_conversion_goals,away_missed_penalty_goals,away_penalty_goals,away_mauls_lost,away_mauls_total,away_mauls_won,away_mauls_won_penalty,away_mauls_won_try,away_rucks_lost,away_rucks_total,away_rucks_won,away_lineout_success,away_lineout_won_steal,away_lineouts_Lost,away_lineouts_won,away_scrums_lost,away_scrums_success,away_scrums_won,away_possession,away_pc_possession_first,away_pc_possession_second,away_ball_possession_last_10_mins,home_lineouts_lost,away_lineouts_lost
value,4654339,1242,Super Rugby,2017,Result,80,Estadio Jose Amalfitani,14,Jaguares,Brumbies,58967,467,2017-05-27T21:40:00+00:00,15,39,2,6,1,3,1,1,0,0,14,Regular Season,2024-02-12T06:01:17+00:00,45.0,356.0,54.0,4.0,17.0,4.0,135.0,103.0,18.0,23.0,125.0,10.0,9.0,0.0,0.0,1.0,1.0,14.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,4.0,77.0,73.0,0.67,0.0,3.0,6.0,0.0,1.0,4.0,0.42,0.36,0.49,0.5,41.0,479.0,82.0,13.0,23.0,15.0,207.0,132.0,15.0,17.0,123.0,7.0,8.0,0.0,0.0,0.0,3.0,24.0,3.0,0.0,1.0,2.0,7.0,5.0,3.0,1.0,4.0,88.0,84.0,1.0,3.0,0.0,11.0,0.0,1.0,8.0,0.58,0.64,0.51,0.5,,
value,4654348,1242,Super Rugby,2017,Result,81,Emirates Airlines Park,14,Lions,Kings,206,119,2017-05-28T12:30:00+00:00,54,10,8,1,7,1,0,1,0,0,14,Regular Season,2024-02-12T06:00:46+00:00,44.0,794.0,54.0,19.0,32.0,8.0,168.0,112.0,20.0,21.0,142.0,12.0,11.0,0.0,1.0,0.0,7.0,16.0,1.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,59.0,59.0,0.93,2.0,1.0,14.0,0.0,1.0,5.0,0.44,0.46,0.42,0.26,51.0,484.0,66.0,5.0,21.0,9.0,183.0,125.0,20.0,32.0,92.0,5.0,8.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,5.0,91.0,86.0,0.77,0.0,3.0,10.0,1.0,0.88,7.0,0.56,0.54,0.58,0.74,,
value,4654366,1242,Super Rugby,2017,Result,81,Apia Park,15,Blues,Reds,296,767,2017-06-02T07:35:00+00:00,34,29,5,4,3,3,1,1,0,0,15,Regular Season,2024-02-12T06:00:29+00:00,39.0,621.0,66.0,18.0,15.0,10.0,149.0,115.0,26.0,18.0,110.0,4.0,7.0,0.0,0.0,0.0,3.0,16.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,70.0,65.0,1.0,1.0,0.0,10.0,1.0,0.83,5.0,0.48,0.6,0.38,0.4,43.0,228.0,55.0,4.0,18.0,7.0,121.0,103.0,17.0,15.0,100.0,10.0,4.0,0.0,0.0,0.0,3.0,20.0,1.0,0.0,1.0,1.0,5.0,4.0,0.0,1.0,2.0,75.0,73.0,0.91,0.0,1.0,10.0,2.0,0.8,8.0,0.52,0.4,0.62,0.6,,
value,4654375,1242,Super Rugby,2017,Result,82,AMI Stadium,15,Crusaders,Highlanders,305,302,2017-06-03T02:35:00+00:00,25,22,3,3,2,2,1,1,1,0,15,Regular Season,2024-02-12T05:05:39+00:00,49.0,525.0,87.0,10.0,26.0,10.0,202.0,144.0,17.0,15.0,115.0,7.0,9.0,0.0,0.0,1.0,2.0,17.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,0.0,3.0,112.0,109.0,0.9,0.0,1.0,9.0,0.0,1.0,8.0,0.56,0.4,0.74,0.96,37.0,381.0,63.0,5.0,15.0,3.0,124.0,101.0,18.0,26.0,173.0,7.0,8.0,0.0,0.0,0.0,2.0,24.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,4.0,80.0,76.0,0.92,1.0,1.0,11.0,0.0,1.0,6.0,0.44,0.6,0.26,0.04,,
value,4654384,1242,Super Rugby,2017,Result,80,FMG Stadium Waikato,15,Chiefs,Waratahs,290,617,2017-06-03T05:05:00+00:00,46,31,6,4,5,4,2,1,0,0,15,Regular Season,2024-02-12T05:05:44+00:00,39.0,696.0,50.0,25.0,25.0,29.0,158.0,121.0,12.0,39.0,149.0,10.0,12.0,0.0,0.0,1.0,5.0,17.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,59.0,56.0,1.0,0.0,0.0,10.0,0.0,1.0,4.0,0.39,0.49,0.29,0.32,61.0,800.0,74.0,23.0,39.0,19.0,239.0,154.0,17.0,25.0,79.0,3.0,8.0,0.0,0.0,2.0,4.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,108.0,101.0,0.9,0.0,1.0,9.0,0.0,1.0,3.0,0.61,0.51,0.71,0.68,,
value,4654393,1242,Super Rugby,2017,Result,80,GIO Stadium,15,Brumbies,Rebels,467,53,2017-06-03T09:45:00+00:00,32,3,4,0,3,0,2,1,0,0,15,Regular Season,2024-02-12T05:05:48+00:00,43.0,399.0,57.0,5.0,10.0,7.0,165.0,106.0,14.0,20.0,125.0,13.0,6.0,0.0,0.0,0.0,3.0,29.0,1.0,0.0,2.0,1.0,6.0,5.0,0.0,0.0,2.0,85.0,83.0,0.93,0.0,1.0,13.0,1.0,0.89,8.0,0.5,0.52,0.48,0.32,45.0,364.0,57.0,1.0,20.0,7.0,163.0,107.0,23.0,10.0,105.0,8.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,9.0,86.0,77.0,0.92,0.0,1.0,11.0,0.0,1.0,6.0,0.5,0.48,0.52,0.68,,
value,4654402,1242,Super Rugby,2017,Result,82,nib Stadium,15,Force,Hurricanes,236,299,2017-06-03T11:55:00+00:00,12,34,2,6,1,2,0,0,0,0,15,Regular Season,2024-02-12T05:05:52+00:00,42.0,257.0,58.0,3.0,4.0,11.0,91.0,108.0,22.0,9.0,76.0,8.0,8.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,3.0,10.0,7.0,0.0,0.0,2.0,82.0,80.0,0.88,1.0,2.0,14.0,1.0,0.9,9.0,0.6,0.54,0.68,0.84,31.0,376.0,47.0,16.0,9.0,8.0,95.0,89.0,14.0,4.0,128.0,13.0,14.0,0.0,0.0,1.0,2.0,16.0,4.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,53.0,50.0,0.92,1.0,1.0,11.0,0.0,1.0,7.0,0.4,0.46,0.32,0.16,,
value,4654456,1242,Super Rugby,2017,Result,80,Westpac Stadium,16,Hurricanes,Chiefs,299,290,2017-06-09T07:35:00+00:00,14,17,2,2,2,2,0,1,0,0,16,Regular Season,2024-02-12T05:05:21+00:00,43.0,433.0,83.0,8.0,25.0,13.0,190.0,136.0,23.0,27.0,98.0,15.0,4.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,3.0,74.0,71.0,0.88,3.0,2.0,14.0,2.0,0.78,7.0,0.56,0.64,0.49,0.45,23.0,541.0,74.0,17.0,27.0,5.0,111.0,107.0,23.0,25.0,114.0,9.0,7.0,0.0,0.0,1.0,2.0,18.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,62.0,58.0,0.57,1.0,3.0,4.0,0.0,1.0,13.0,0.44,0.36,0.51,0.55,,
value,4654438,1242,Super Rugby,2017,Result,81,Growthpoint Kings Park,15,Sharks,Bulls,311,308,2017-06-30T17:00:00+00:00,17,30,2,4,2,2,1,2,0,0,15,Regular Season,2024-02-12T05:01:30+00:00,37.0,471.0,78.0,12.0,16.0,8.0,147.0,121.0,21.0,23.0,108.0,5.0,11.0,0.0,0.0,1.0,2.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,81.0,77.0,0.83,2.0,2.0,10.0,0.0,1.0,11.0,0.52,0.49,0.55,0.67,38.0,529.0,76.0,16.0,23.0,20.0,162.0,129.0,22.0,16.0,111.0,9.0,6.0,0.0,0.0,0.0,2.0,27.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,76.0,76.0,0.85,0.0,2.0,11.0,0.0,1.0,5.0,0.48,0.51,0.45,0.33,,
value,4654411,1242,Super Rugby,2017,Result,80,Estadio Jose Amalfitani,15,Jaguares,Kings,58967,119,2017-06-30T23:05:00+00:00,30,31,5,4,1,4,1,1,0,0,15,Regular Season,2024-02-12T05:00:45+00:00,34.0,373.0,38.0,7.0,28.0,6.0,107.0,79.0,23.0,21.0,95.0,7.0,9.0,0.0,0.0,0.0,1.0,12.0,4.0,2.0,1.0,3.0,6.0,3.0,1.0,0.0,8.0,54.0,46.0,0.79,1.0,3.0,11.0,1.0,0.89,8.0,0.48,0.47,0.49,0.48,37.0,454.0,54.0,9.0,21.0,10.0,130.0,100.0,19.0,28.0,86.0,15.0,12.0,0.0,0.0,0.0,4.0,15.0,0.0,1.0,1.0,1.0,5.0,4.0,2.0,0.0,2.0,65.0,63.0,0.82,1.0,2.0,9.0,0.0,1.0,11.0,0.52,0.53,0.51,0.52,,
value,4654429,1242,Super Rugby,2017,Result,81,Toyota Stadium,15,Cheetahs,Stormers,239,314,2017-07-01T13:05:00+00:00,34,40,4,6,4,5,2,0,0,0,15,Regular Season,2024-02-12T05:00:53+00:00,38.0,507.0,60.0,7.0,19.0,18.0,144.0,109.0,16.0,17.0,74.0,7.0,14.0,0.0,1.0,1.0,4.0,15.0,0.0,0.0,2.0,1.0,9.0,8.0,0.0,1.0,5.0,70.0,65.0,0.88,0.0,2.0,14.0,0.0,1.0,5.0,0.53,0.46,0.6,0.65,22.0,403.0,67.0,10.0,17.0,12.0,141.0,96.0,12.0,19.0,111.0,5.0,11.0,0.0,1.0,2.0,5.0,15.0,1.0,1.0,0.0,0.0,9.0,9.0,3.0,0.0,3.0,53.0,50.0,0.88,1.0,2.0,14.0,0.0,1.0,4.0,0.47,0.54,0.4,0.35,,
value,4654420,1242,Super Rugby,2017,Result,81,Emirates Airlines Park,15,Lions,Sunwolves,206,59117,2017-07-01T15:15:00+00:00,94,7,14,1,12,1,0,0,0,0,15,Regular Season,2024-02-12T05:00:49+00:00,57.0,1214.0,67.0,39.0,59.0,9.0,183.0,142.0,20.0,16.0,85.0,6.0,6.0,0.0,0.0,0.0,12.0,24.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,90.0,89.0,0.9,3.0,1.0,9.0,0.0,1.0,4.0,0.61,0.69,0.53,0.52,36.0,303.0,48.0,5.0,16.0,11.0,136.0,91.0,14.0,59.0,130.0,5.0,3.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57.0,55.0,0.75,0.0,3.0,9.0,2.0,0.82,9.0,0.39,0.31,0.47,0.48,,
value,4654465,1242,Super Rugby,2017,Result,80,Suncorp Stadium,16,Reds,Brumbies,767,467,2017-07-07T09:45:00+00:00,16,15,1,1,1,0,3,1,0,0,16,Regular Season,2024-02-12T05:00:30+00:00,38.0,340.0,43.0,4.0,15.0,4.0,120.0,83.0,19.0,13.0,69.0,6.0,7.0,0.0,0.0,1.0,1.0,22.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,55.0,54.0,0.8,1.0,2.0,8.0,2.0,0.83,10.0,0.52,0.54,0.49,0.69,21.0,207.0,56.0,2.0,13.0,3.0,88.0,79.0,16.0,15.0,72.0,7.0,6.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,1.0,2.0,8.0,6.0,0.0,0.0,1.0,49.0,48.0,0.94,1.0,1.0,16.0,1.0,0.86,6.0,0.48,0.46,0.51,0.31,,
value,4654474,1242,Super Rugby,2017,Result,81,nib Stadium,16,Force,Rebels,236,53,2017-07-07T11:55:00+00:00,31,22,4,3,4,2,1,1,0,0,16,Regular Season,2024-02-12T05:00:35+00:00,62.0,511.0,45.0,9.0,16.0,8.0,159.0,115.0,17.0,21.0,138.0,8.0,12.0,0.0,0.0,1.0,4.0,18.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,5.0,94.0,89.0,1.0,1.0,0.0,9.0,1.0,0.67,2.0,0.48,0.44,0.52,0.25,47.0,512.0,69.0,9.0,21.0,6.0,175.0,125.0,21.0,16.0,120.0,7.0,6.0,0.0,0.0,0.0,2.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,98.0,95.0,0.82,0.0,2.0,9.0,0.0,1.0,11.0,0.52,0.56,0.48,0.75,,
value,4654483,1242,Super Rugby,2017,Result,0,Allianz Stadium,16,Waratahs,Jaguares,617,58967,2017-07-08T09:45:00+00:00,27,40,0,0,0,0,0,0,0,0,16,Regular Season,2024-02-09T16:04:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,4654492,1242,Super Rugby,2017,Result,0,Loftus Versfeld,16,Bulls,Kings,308,119,2017-07-08T15:15:00+00:00,30,31,0,0,0,0,0,0,0,0,16,Regular Season,2024-02-09T16:04:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,4654501,1242,Super Rugby,2017,Result,0,DHL Newlands,16,Stormers,Sunwolves,314,59117,2017-07-08T17:30:00+00:00,52,15,0,0,0,0,0,0,0,0,16,Regular Season,2024-02-09T16:04:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,4654546,1242,Super Rugby,2017,Result,0,Forsyth Barr Stadium,17,Highlanders,Reds,302,767,2017-07-14T07:35:00+00:00,40,17,0,0,0,0,0,0,0,0,17,Regular Season,2024-02-09T16:04:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,4654555,1242,Super Rugby,2017,Result,0,AAMI Park,17,Rebels,Jaguares,53,58967,2017-07-14T09:45:00+00:00,29,32,0,0,0,0,0,0,0,0,17,Regular Season,2024-02-09T16:04:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,4654564,1242,Super Rugby,2017,Result,0,Nelson Mandela Bay Stadium,17,Kings,Cheetahs,119,239,2017-07-14T17:00:00+00:00,20,21,0,0,0,0,0,0,0,0,17,Regular Season,2024-02-09T16:04:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,4654573,1242,Super Rugby,2017,Result,80,Prince Chichibu Memorial Stadium,17,Sunwolves,Blues,59117,296,2017-07-15T03:05:00+00:00,48,21,7,3,3,3,0,0,0,0,17,Regular Season,2024-02-12T04:04:17+00:00,42.0,599.0,65.0,13.0,22.0,10.0,128.0,116.0,17.0,16.0,106.0,12.0,7.0,0.0,0.0,0.0,3.0,29.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,69.0,64.0,0.92,2.0,1.0,12.0,0.0,1.0,6.0,0.49,0.46,0.54,0.71,36.0,494.0,71.0,15.0,16.0,9.0,142.0,114.0,25.0,22.0,98.0,10.0,7.0,0.0,0.0,1.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,77.0,71.0,0.71,0.0,4.0,10.0,0.0,1.0,9.0,0.51,0.54,0.46,0.29,,
value,4654582,1242,Super Rugby,2017,Result,80,FMG Stadium Waikato,17,Chiefs,Brumbies,290,467,2017-07-15T05:15:00+00:00,28,10,3,1,2,1,3,1,0,0,17,Regular Season,2024-02-12T04:04:22+00:00,57.0,716.0,64.0,18.0,33.0,11.0,198.0,134.0,15.0,12.0,90.0,2.0,11.0,0.0,0.0,0.0,2.0,13.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,92.0,87.0,0.86,1.0,2.0,12.0,0.0,1.0,7.0,0.56,0.41,0.71,0.81,33.0,262.0,55.0,3.0,12.0,14.0,127.0,97.0,15.0,33.0,130.0,11.0,11.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,73.0,72.0,0.85,0.0,2.0,11.0,1.0,0.83,5.0,0.44,0.59,0.29,0.19,,
value,4654591,1242,Super Rugby,2017,Result,0,Westpac Stadium,17,Hurricanes,Crusaders,299,305,2017-07-15T07:35:00+00:00,31,22,0,0,0,0,0,0,0,0,17,Regular Season,2024-02-09T16:04:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,4654600,1242,Super Rugby,2017,Result,0,nib Stadium,17,Force,Waratahs,236,617,2017-07-15T09:45:00+00:00,40,11,0,0,0,0,0,0,0,0,17,Regular Season,2024-02-09T16:04:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,4654618,1242,Super Rugby,2017,Result,0,Loftus Versfeld,17,Bulls,Stormers,308,314,2017-07-15T13:05:00+00:00,33,41,0,0,0,0,0,0,0,0,17,Regular Season,2024-02-09T16:04:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,4654609,1242,Super Rugby,2017,Result,0,Growthpoint Kings Park,17,Sharks,Lions,311,206,2017-07-15T15:15:00+00:00,10,27,0,0,0,0,0,0,0,0,17,Regular Season,2024-02-09T16:04:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,4654663,1242,Super Rugby,2017,Result,90,GIO Stadium,18,Brumbies,Hurricanes,467,299,2017-07-21T09:35:00+00:00,16,35,2,4,0,3,2,3,0,0,18,QF,2024-02-12T04:04:00+00:00,31.0,329.0,60.0,9.0,23.0,5.0,106.0,95.0,12.0,32.0,151.0,7.0,7.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,2.0,1.0,6.0,5.0,1.0,1.0,4.0,71.0,67.0,1.0,0.0,0.0,10.0,0.0,1.0,7.0,0.42,0.55,0.31,0.5,64.0,508.0,67.0,14.0,32.0,10.0,155.0,143.0,18.0,23.0,92.0,6.0,10.0,0.0,0.0,1.0,3.0,26.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,102.0,101.0,1.0,0.0,0.0,17.0,0.0,1.0,6.0,0.58,0.45,0.69,0.5,,
value,4654645,1242,Super Rugby,2017,Result,80,AMI Stadium,18,Crusaders,Highlanders,305,302,2017-07-22T07:35:00+00:00,17,0,2,0,2,0,1,0,0,0,18,QF,2024-02-12T04:03:26+00:00,58.0,294.0,77.0,4.0,16.0,4.0,135.0,139.0,14.0,13.0,104.0,8.0,6.0,0.0,0.0,0.0,2.0,48.0,0.0,3.0,1.0,0.0,6.0,6.0,0.0,0.0,2.0,119.0,117.0,0.94,4.0,1.0,15.0,0.0,1.0,7.0,0.61,0.72,0.52,0.61,33.0,240.0,64.0,2.0,13.0,2.0,125.0,98.0,15.0,16.0,157.0,5.0,9.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,87.0,85.0,0.67,0.0,4.0,8.0,1.0,0.75,3.0,0.39,0.28,0.48,0.39,,
value,4654636,1242,Super Rugby,2017,Result,80,Emirates Airlines Park,18,Lions,Sharks,206,311,2017-07-22T12:30:00+00:00,23,21,3,2,1,1,2,2,0,1,18,QF,2024-02-12T04:03:22+00:00,54.0,454.0,66.0,8.0,25.0,7.0,179.0,127.0,17.0,19.0,79.0,7.0,6.0,0.0,0.0,1.0,1.0,16.0,2.0,3.0,2.0,1.0,6.0,5.0,1.0,0.0,3.0,92.0,89.0,1.0,1.0,0.0,14.0,1.0,0.89,8.0,0.65,0.66,0.63,0.77,26.0,327.0,42.0,2.0,19.0,9.0,74.0,78.0,14.0,25.0,140.0,8.0,13.0,0.0,0.0,1.0,1.0,19.0,1.0,0.0,2.0,2.0,6.0,4.0,1.0,0.0,3.0,50.0,47.0,0.83,0.0,1.0,5.0,2.0,0.67,4.0,0.35,0.34,0.37,0.23,,
value,4654654,1242,Super Rugby,2017,Result,81,DHL Newlands,18,Stormers,Chiefs,314,290,2017-07-22T15:00:00+00:00,11,17,1,1,0,0,2,4,0,0,18,QF,2024-02-12T04:03:30+00:00,33.0,257.0,59.0,4.0,20.0,2.0,103.0,96.0,15.0,21.0,97.0,4.0,9.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,2.0,0.0,5.0,5.0,3.0,0.0,4.0,79.0,75.0,0.92,1.0,1.0,12.0,1.0,0.83,5.0,0.56,0.53,0.6,0.48,30.0,330.0,60.0,5.0,21.0,2.0,125.0,93.0,13.0,20.0,111.0,8.0,10.0,0.0,0.0,1.0,0.0,21.0,1.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,68.0,67.0,0.85,0.0,2.0,11.0,0.0,1.0,5.0,0.44,0.47,0.4,0.52,,
value,4654735,1242,Super Rugby,2017,Result,80,AMI Stadium,19,Crusaders,Chiefs,305,290,2017-07-29T07:35:00+00:00,27,13,4,1,2,1,1,2,0,0,19,SF,2024-02-12T04:02:40+00:00,25.0,360.0,41.0,7.0,9.0,10.0,98.0,74.0,10.0,29.0,185.0,10.0,7.0,0.0,0.0,0.0,2.0,33.0,2.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,49.0,49.0,0.88,2.0,1.0,7.0,0.0,1.0,6.0,0.33,0.29,0.37,0.57,69.0,541.0,93.0,16.0,29.0,10.0,213.0,177.0,17.0,9.0,66.0,5.0,5.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,134.0,131.0,0.75,0.0,3.0,9.0,0.0,1.0,4.0,0.67,0.71,0.63,0.43,,
value,4654726,1242,Super Rugby,2017,Result,80,Emirates Airlines Park,19,Lions,Hurricanes,206,299,2017-07-29T12:30:00+00:00,44,29,6,4,4,3,2,1,0,0,19,SF,2024-02-12T04:02:36+00:00,58.0,663.0,80.0,10.0,23.0,7.0,144.0,143.0,10.0,22.0,44.0,4.0,5.0,0.0,0.0,0.0,4.0,30.0,2.0,0.0,2.0,0.0,9.0,9.0,1.0,1.0,4.0,104.0,100.0,0.92,2.0,1.0,11.0,0.0,1.0,9.0,0.7,0.63,0.76,0.71,23.0,505.0,58.0,12.0,22.0,8.0,107.0,88.0,16.0,23.0,141.0,6.0,8.0,0.0,0.0,1.0,3.0,30.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,36.0,34.0,0.86,1.0,2.0,12.0,0.0,1.0,4.0,0.3,0.37,0.24,0.29,,
value,4654816,1242,Super Rugby,2017,Result,80,Emirates Airlines Park,20,Lions,Crusaders,206,305,2017-08-05T14:00:00+00:00,17,25,2,3,2,2,1,2,0,0,20,Final,2024-02-12T04:02:00+00:00,61.0,417.0,77.0,13.0,39.0,5.0,180.0,144.0,13.0,17.0,78.0,8.0,11.0,0.0,1.0,0.0,2.0,16.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,4.0,121.0,117.0,0.81,2.0,3.0,13.0,2.0,0.71,5.0,0.64,0.62,0.66,0.77,38.0,415.0,38.0,10.0,17.0,8.0,117.0,83.0,14.0,39.0,156.0,7.0,11.0,0.0,0.0,0.0,2.0,16.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,5.0,56.0,51.0,0.85,3.0,2.0,11.0,1.0,0.83,5.0,0.36,0.38,0.34,0.23,,
value,4662106,1242,Super Rugby,2018,Result,80,DHL Newlands,1,Stormers,Jaguares,314,58967,2018-02-17T13:05:00+00:00,28,20,3,1,2,1,3,2,0,0,1,Regular Season,2024-02-11T16:04:31+00:00,33.0,563.0,54.0,21.0,34.0,10.0,155.0,99.0,14.0,23.0,144.0,11.0,13.0,0.0,0.0,1.0,2.0,15.0,1.0,0.0,3.0,1.0,5.0,4.0,2.0,0.0,2.0,58.0,56.0,0.83,0.0,2.0,10.0,0.0,1.0,4.0,0.38,0.4,0.37,0.16,59.0,441.0,61.0,8.0,23.0,6.0,199.0,127.0,15.0,34.0,72.0,5.0,15.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,4.0,99.0,95.0,0.89,0.0,1.0,8.0,2.0,0.83,10.0,0.62,0.6,0.63,0.84,,
value,4662115,1242,Super Rugby,2018,Result,81,Emirates Airlines Park,1,Lions,Sharks,206,311,2018-02-17T15:15:00+00:00,26,19,4,3,3,2,0,0,0,0,1,Regular Season,2024-02-11T16:04:35+00:00,34.0,368.0,58.0,12.0,29.0,5.0,110.0,97.0,18.0,14.0,74.0,10.0,7.0,0.0,0.0,0.0,3.0,17.0,1.0,2.0,0.0,3.0,4.0,1.0,0.0,0.0,4.0,63.0,59.0,0.79,1.0,4.0,15.0,2.0,0.75,6.0,0.54,0.53,0.55,0.5,29.0,365.0,46.0,13.0,14.0,11.0,98.0,82.0,12.0,29.0,99.0,9.0,11.0,0.0,0.0,0.0,2.0,19.0,1.0,1.0,0.0,3.0,7.0,4.0,1.0,0.0,5.0,47.0,42.0,0.92,3.0,1.0,12.0,6.0,0.4,4.0,0.46,0.47,0.45,0.5,,
