player_id;name;team_name;Ability_score;attack_score;defend_score;attacking_rank;defending_rank
243102;Kalaveti Ravouvou;Fijian Drua;28.299999999999997;32.9;23.7;63.0;108.0
144318;Hugh Sinclair;NSW Waratahs;28.15;16.3;40.0;166.0;26.0
193422;Josh Canham;Melbourne Rebels;27.5;22.3;32.7;117.0;49.0
142626;Matt Gibbon;Melbourne Rebels;27.5;21.4;33.6;120.0;45.0
140004;Tyrel Lomax;Hurricanes;27.5;20.0;35.0;130.0;40.0
160716;Darcy Swain;ACT Brumbies;27.1;18.7;35.5;146.0;38.0
150000;Isaia Walker-Leawere;Hurricanes;27.05;23.8;30.3;105.0;65.0
156702;Sevu Reece;Crusaders;26.85;33.9;19.8;60.0;132.0
185382;Solomone Funaki;Moana Pasifika;26.75;23.6;29.9;108.0;67.0
225636;Christian Lio-Willie;Highlanders;26.5;28.8;24.2;77.0;103.0
130746;Andrew Kellaway;Melbourne Rebels;26.3;33.7;18.9;61.0;146.0
118722;Ofa Tu'ungafasi;Blues;26.25;22.3;30.2;115.0;66.0
177078;Samiuela Moli;Moana Pasifika;26.0;22.7;29.3;114.0;71.0
112860;Codie Taylor;Crusaders;26.0;22.7;29.3;113.0;70.0
69774;Bryce Heem;Blues;25.950000000000003;27.3;24.6;90.0;98.0
243066;Langi Gleeson;NSW Waratahs;25.9;27.4;24.4;87.0;100.0
196176;Ethan de Groot;Highlanders;25.85;18.8;32.9;142.0;48.0
124314;Michael Wells;Melbourne Rebels;25.55;20.3;30.8;127.0;59.0
206784;Vilive Miramira;Fijian Drua;25.35;25.3;25.4;97.0;92.0
225612;Caleb Delany;Hurricanes;25.25;19.8;30.7;132.0;61.0
156990;Tamati Tua;Blues;25.05;27.1;23.0;91.0;114.0
149706;Asafo Aumua;Hurricanes;24.95;23.4;26.5;110.0;85.0
186396;Ollie Norris;Chiefs;24.85;17.1;32.6;159.0;50.0
144210;Jordan Uelese;Melbourne Rebels;24.85;23.7;26.0;106.0;86.0
140040;James Blackwell;Hurricanes;24.6;18.5;30.7;147.0;60.0
134226;George Bower;Crusaders;24.5;18.5;30.5;150.0;63.0
185508;Xavier Numia;Hurricanes;24.3;20.3;28.3;128.0;73.0
166698;Lachlan Lonergan;ACT Brumbies;23.75;19.9;27.6;131.0;75.0
232770;Iosefo Masi;Fijian Drua;23.7;28.0;19.4;82.0;137.0
