player_id;name;team_name;Ability_score;attack_score;defend_score;attacking_rank;defending_rank
168684;Tom Horton;NSW Waratahs;23.6;15.8;31.4;173.0;55.0
124356;Lalakai Foketi;NSW Waratahs;23.55;24.5;22.6;101.0;117.0
140982;Issak Fines-Leleiwasa;Western Force;23.5;34.1;12.9;58.0;207.0
188676;Danny Toala;Moana Pasifika;23.45;27.5;19.4;86.0;138.0
192504;Luke Reimer;ACT Brumbies;23.4;15.4;31.4;179.0;56.0
157044;Manasa Mataele;Western Force;23.4;32.5;14.3;64.0;185.0
139662;Akira Ioane;Blues;23.1;24.0;22.2;104.0;120.0
69666;Sam Cane;Chiefs;22.85;16.0;29.7;171.0;69.0
155268;Jordan Petaia;Queensland Reds;22.7;31.7;13.7;67.0;194.0
235248;Abraham Pole;Crusaders;22.7;20.5;24.9;125.0;96.0
173874;Jahrome Brown;ACT Brumbies;22.65;15.5;29.8;178.0;68.0
188928;Quinn Tupaea;Chiefs;22.6;26.2;19.0;92.0;143.0
126342;Mitchell Drummond;Crusaders;22.4;27.6;17.2;84.0;157.0
168960;Braydon Ennor;Crusaders;22.35;21.4;23.3;121.0;111.0
225642;Sean Withy;Highlanders;22.25;19.3;25.2;139.0;94.0
176004;Fergus Lee-Warner;Western Force;22.2;19.5;24.9;137.0;95.0
225594;Cam Roigard;Hurricanes;22.2;30.3;14.1;71.0;190.0
171126;Frank Lomani;Fijian Drua;22.15;28.7;15.6;78.0;169.0
165942;Bayley Kuenzle;Western Force;22.0;22.3;21.7;118.0;125.0
186390;Apisalome Vota;Fijian Drua;21.95;24.4;19.5;102.0;135.0
166500;Hunter Paisami;Queensland Reds;21.95;24.7;19.2;99.0;139.0
149664;Quinten Strange;Crusaders;21.9;17.8;26.0;152.0;87.0
141690;Alex Nankivell;Chiefs;21.85;26.0;17.7;95.0;154.0
117582;Cadeyrn Neville;ACT Brumbies;21.8;15.1;28.5;182.0;72.0
130428;James Tucker;Blues;21.5;16.3;26.7;167.0;82.0
149814;Liam Wright;Queensland Reds;21.450000000000003;15.8;27.1;174.0;79.0
209934;Ollie Sapsford;ACT Brumbies;21.45;20.5;22.4;126.0;118.0
227454;Suliasi Vunivalu;Queensland Reds;21.4;27.4;15.4;88.0;170.0
136404;Hugh Renton;Highlanders;21.25;17.2;25.3;157.0;93.0
168972;Will Jordan;Crusaders;20.700000000000003;29.6;11.8;75.0;224.0
169002;Thomas Umaga-Jensen;Highlanders;20.6;23.5;17.7;109.0;153.0
169092;Peni Matawalu;Fijian Drua;20.55;27.6;13.5;85.0;197.0
197490;Connor Garden-Bachop;Highlanders;20.4;28.4;12.4;80.0;212.0
176688;Te Ahiwaru Cirikidaveta;Fijian Drua;19.950000000000003;17.1;22.8;158.0;115.0
197862;Zarn Sullivan;Blues;19.9;28.1;11.7;81.0;228.0
